Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number,Duplicate,,
191,Nero Belgian Waffle Bar,4,428,$$,Coffee & Tea#Waffles,West End,"1703 Robson Street#Vancouver, BC V6G 1C9#Canada",(604) 839-1239,Duplicate,,
838,Nero Belgian Waffle Bar,4,48,$$,Waffles#Coffee & Tea,Downtown,"1002 Seymour Street#Vancouver, BC V6B 3M6#Canada",(604) 428-9177,Duplicate,,
997,Nero Belgian Waffle Bar,4,48,$$,Waffles#Coffee & Tea,Downtown,"1002 Seymour Street#Vancouver, BC V6B 3M6#Canada",(604) 428-9177,Duplicate,,
942,Neverland Tea Salon,4,108,$$,Coffee & Tea#Tea Rooms#Breakfast & Brunch,Kitsilano,"3066 W Broadway#Vancouver, BC V6K 2H1#Canada",(604) 428-3066,Duplicate,,
990,Neverland Tea Salon,4,108,$$,Coffee & Tea#Tea Rooms#Breakfast & Brunch,Kitsilano,"3066 W Broadway#Vancouver, BC V6K 2H1#Canada",(604) 428-3066,Duplicate,,
334,Nightingale,4,115,$$$,Live/Raw Food#Canadian (New),"Coal Harbour, Downtown","1017 West Hastings Street#Vancouver, BC V6E 0C4#Canada",(604) 695-9500,Duplicate,,
462,Nightingale,4,115,$$$,Live/Raw Food#Canadian (New),"Coal Harbour, Downtown","1017 West Hastings Street#Vancouver, BC V6E 0C4#Canada",(604) 695-9500,Duplicate,,
412,NSCS Discovery Cafe,4.5,12,$,American (Traditional),Point Grey,"1515 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 356-2068,Duplicate,,
526,NSCS Discovery Cafe,4.5,12,$,American (Traditional),Point Grey,"1515 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 356-2068,Duplicate,,
662,Nuba,4,15,$$,Mediterranean#Middle Eastern#Vegetarian,Downtown,"508 Davie Street#Vancouver, BC V6B 5B6#Canada",(778) 371-3266,Duplicate,,
689,Nuba,4,15,$$,Mediterranean#Middle Eastern#Vegetarian,Downtown,"508 Davie Street#Vancouver, BC V6B 5B6#Canada",(778) 371-3266,Duplicate,,
377,Nuba Mount Pleasant,3.5,111,$$,Mediterranean#Lebanese,Mount Pleasant,"146 E 3rd Avenue#Vancouver, BC V5T 1C8#Canada",(604) 568-6727,Duplicate,,
409,Nuba Mount Pleasant,3.5,111,$$,Mediterranean#Lebanese,Mount Pleasant,"146 E 3rd Avenue#Vancouver, BC V5T 1C8#Canada",(604) 568-6727,Duplicate,,
194,O! Taho,4.5,16,$$,Filipino,"Riley Park, Kensington-Cedar Cottage","4223 Fraser Street#Vancouver, BC V5V 4G2#Canada",(604) 720-9604,Duplicate,,
309,O! Taho,4.5,16,$$,Filipino,"Riley Park, Kensington-Cedar Cottage","4223 Fraser Street#Vancouver, BC V5V 4G2#Canada",(604) 720-9604,Duplicate,,
373,Off the Tracks Espresso Bar and Bistro,4,25,$$,Cafes#Coffee & Tea#Breakfast & Brunch,Granville Island/False Creek,"1363 Railspur Alley#Vancouver, BC V6H 3R7#Canada",(604) 689-8700,Duplicate,,
542,Off the Tracks Espresso Bar and Bistro,4,25,$$,Cafes#Coffee & Tea#Breakfast & Brunch,Granville Island/False Creek,"1363 Railspur Alley#Vancouver, BC V6H 3R7#Canada",(604) 689-8700,Duplicate,,
53,Pacific Poke,4.5,52,$$,Japanese#Hawaiian,"Chinatown, Strathcona","625 Main Street#Vancouver, BC V6A 2V4#Canada",(604) 559-5304,Duplicate,,
91,Pacific Poke,4.5,52,$$,Japanese#Hawaiian,"Chinatown, Strathcona","625 Main Street#Vancouver, BC V6A 2V4#Canada",(604) 559-5304,Duplicate,,
268,Papparoti,4.5,3,$,Cafes,Downtown,"193 Keefer Place#Vancouver, BC V6B 6C1#Canada",(604) 620-2867,Duplicate,,
459,Papparoti,4.5,3,$,Cafes,Downtown,"193 Keefer Place#Vancouver, BC V6B 6C1#Canada",(604) 620-2867,Duplicate,,
509,Passion8 Dessert Cafe,4,57,$$,Desserts#Korean#Coffee & Tea,Fairview Slopes,"3010 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(778) 379-8238,Duplicate,,
665,Passion8 Dessert Cafe,4,57,$$,Desserts#Korean#Coffee & Tea,Fairview Slopes,"3010 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(778) 379-8238,Duplicate,,
484,Penang Delight Cafe,3.5,74,$$,Malaysian,Marpole,"1316 W 73rd Avenue#Vancouver, BC V6P 4M9#Canada",(604) 559-9898,Duplicate,,
782,Penang Delight Cafe,3.5,80,$$,Malaysian,Renfrew-Collingwood,"3885 Rupert Street#Vancouver, BC V5R 2G7#Canada",(604) 330-0354,Duplicate,,
258,Pho Goodness,4,128,$,Vietnamese#Noodles,West End,"1150 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 568-3253,Duplicate,,
392,Pho Goodness,4,128,$,Vietnamese#Noodles,West End,"1150 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 568-3253,Duplicate,,
457,Pho Goodness,4,40,$$,Vietnamese#Noodles,Mount Pleasant,"3079 Main Street#Vancouver, BC V5T 3G6#Canada",(604) 620-7727,Duplicate,,
787,Pho Tan‰Ûªs Vietnamese Restaurant,3.5,55,$,Vietnamese,"Kerrisdale, Shaughnessy","2076 W 41st Avenue#Vancouver, BC V6M 1Y8#Canada",(604) 606-0688,Duplicate,,
861,Pho Tan‰Ûªs Vietnamese Restaurant,3.5,55,$,Vietnamese,"Kerrisdale, Shaughnessy","2076 W 41st Avenue#Vancouver, BC V6M 1Y8#Canada",(604) 606-0688,Duplicate,,
788,Pizza Garden Smithe,4,93,$,Pizza,"Downtown, Granville Entertainment District","675 Smithe Street#Vancouver, BC V6B 2C9#Canada",(604) 669-6656,Duplicate,,
922,Pizza Garden Smithe,4,93,$,Pizza,"Downtown, Granville Entertainment District","675 Smithe Street#Vancouver, BC V6B 2C9#Canada",(604) 669-6656,Duplicate,,
137,Pronto,4,144,$$,Italian#Pizza,"South Cambie, Riley Park","3473 Cambie Street#Vancouver, BC V5Z 2W7#Canada",(604) 722-9331,Duplicate,,
266,Pronto,4,144,$$,Italian#Pizza,"South Cambie, Riley Park","3473 Cambie Street#Vancouver, BC V5Z 2W7#Canada",(604) 722-9331,Duplicate,,
67,Railtown Cafe,3.5,10,$$,Breakfast & Brunch#Sandwiches#Tex-Mex,"Mount Pleasant, Strathcona","1691 Main Street#Vancouver, BC V6A 2W5#Canada",(604) 336-2251,Duplicate,,
745,Railtown Cafe,4,11,$$,Cafes,"Downtown, Granville Entertainment District","968 Howe Street#Vancouver, BC V6Z 1N9#Canada",(604) 428-8255,Duplicate,,
878,Railtown Cafe,4,64,$$,Cafes,Downtown Eastside,"397 Railway Street#Vancouver, BC V6A 1A4#Canada",(604) 428-0800,Duplicate,,
107,Ramen Danbo,4,151,$$,Ramen#Noodles,West End,"1333 Robson Street#Vancouver, BC V6E 2B1#Canada",(604) 559-8112,Duplicate,,
157,Ramen Danbo,4,135,$$,Ramen#Noodles,Kitsilano,"1833 W 4th Avenue#Vancouver, BC V6J 1M4#Canada",(778) 379-8977,Duplicate,,
227,Red Ginger Asian Cuisine,4,107,$$,Asian Fusion,Fairview Slopes,"967 W Broadway#Vancouver, BC V5Z 1K3#Canada",(604) 558-0888,Duplicate,,
267,Red Ginger Asian Cuisine,4,107,$$,Asian Fusion,Fairview Slopes,"967 W Broadway#Vancouver, BC V5Z 1K3#Canada",(604) 558-0888,Duplicate,,
650,Rogue Kitchen &amp; Wetbar,3.5,50,$$,Canadian (New)#American (Traditional)#Gastropubs,Downtown,"200 Burrard Street#Vancouver, BC V6C 2G8#Canada",(604) 428-2555,Duplicate,,
674,Rogue Kitchen &amp; Wetbar,3.5,99,$$,American (Traditional)#Gastropubs,Fairview Slopes,"602 West Broadway Avenue#Vancouver, BC V5Z 3J2#Canada",(604) 568-9400,Duplicate,,
774,Rogue Kitchen &amp; Wetbar,3.5,290,$$,American (Traditional)#Gastropubs,Downtown,"601 W Cordova Street#Vancouver, BC V6B 1G1#Canada",(604) 678-8000,Duplicate,,
207,Russet Shack,4,23,$,British#Irish#Fast Food,"Downtown, Yaletown","288 Robson street#Vancouver, BC V6B 6A1#Canada",(604) 683-0374,Duplicate,,
344,Russet Shack,4,23,$,British#Irish#Fast Food,"Downtown, Yaletown","288 Robson street#Vancouver, BC V6B 6A1#Canada",(604) 683-0374,Duplicate,,x
469,Shinbo Tofu,5,Null,Null,Japanese,Marpole,"954 Marine Drive SW#Vancouver, BC V6P 5Z2#Canada",,Duplicate,,
549,Shinbo Tofu,5,Null,Null,Japanese,Marpole,"954 Marine Drive SW#Vancouver, BC V6P 5Z2#Canada",,Duplicate,,
280,Shiro,4,177,$$,Japanese#Sushi Bars,Fairview Slopes,"3096 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(604) 874-0027,Duplicate,,
348,Shiro,4,177,$$,Japanese#Sushi Bars,Fairview Slopes,"3096 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(604) 874-0027,Duplicate,,
864,Splash Bistro,3.5,4,$$,Asian Fusion,Downtown,"750 Pacific Boulevard Suite 311#Vancouver, BC V6Z 2R8#Canada",(604) 687-3343,Duplicate,,
919,Splash Bistro,3.5,4,$$,Asian Fusion,Downtown,"750 Pacific Boulevard Suite 311#Vancouver, BC V6Z 2R8#Canada",(604) 687-3343,Duplicate,,
924,Street Meet Food Truck,4.5,19,$,Street Vendors#Mediterranean#Food Stands,"Coal Harbour, Downtown","Burrard &amp; West Pender#Vancouver, BC V6C#Canada",,Duplicate,,
988,Street Meet Food Truck,4.5,19,$,Street Vendors#Mediterranean#Food Stands,"Coal Harbour, Downtown","Burrard &amp; West Pender#Vancouver, BC V6C#Canada",,Duplicate,,
660,Sushi Nanaimo,4,218,$$,Sushi Bars#Japanese#Seafood,"Hastings-Sunrise, Grandview-Woodlands","350 Nanaimo Street#Vancouver, BC V5L 4R7#Canada",(604) 876-9200,Duplicate,,
795,Sushi Nanaimo,4,218,$$,Sushi Bars#Japanese#Seafood,"Hastings-Sunrise, Grandview-Woodlands","350 Nanaimo Street#Vancouver, BC V5L 4R7#Canada",(604) 876-9200,Duplicate,,
830,Sylvia‰Ûªs Restaurant and Lounge,3,56,$$,Canadian (New)#Lounges,West End,"1154 Gilford Street#Vancouver, BC V6G#Canada",(604) 681-9321,Duplicate,,
961,Sylvia‰Ûªs Restaurant and Lounge,3,56,$$,Canadian (New)#Lounges,West End,"1154 Gilford Street#Vancouver, BC V6G#Canada",(604) 681-9321,Duplicate,,
516,Tartine Bread &amp; Pies,4,37,$,Desserts#Bakeries#Sandwiches,West End,"1069 Davie Street#Vancouver, BC V6E 1M5#Canada",(604) 685-7427,Duplicate,,
548,Tartine Bread &amp; Pies,4,37,$,Desserts#Bakeries#Sandwiches,West End,"1069 Davie Street#Vancouver, BC V6E 1M5#Canada",(604) 685-7427,Duplicate,,
453,Teppan Kitchen,4,6,Null,Japanese#Fast Food,Downtown,"555 West Hastings Street#Vancouver, BC V6B 4N4#Canada",(778) 379-1988,Duplicate,,
832,Teppan Kitchen,3.5,7,Null,Japanese#Fast Food,West End,"1206 Davie Street#Vancouver, BC V6E 1N3#Canada",(604) 428-7799,Duplicate,,
480,Thai Basil,4,8,$,Thai,"Grandview-Woodlands, The Drive","1179 Commercial Drive#Vancouver, BC V5L 3X3#Canada",,Duplicate,,
713,Thai Basil,3.5,24,$,Thai,Kitsilano,"2184 Cornwall Avenue#Vancouver, BC V6K 1B4#Canada",(604) 677-6767,Duplicate,,
835,Thai Basil,3.5,168,$,Thai,West End,"1215 Thurlow St#Vancouver, BC V6E 1X4#Canada",(604) 685-6754,Duplicate,,
375,The Bakeshop,5,22,$$,Bakeries#Desserts#Sandwiches,Arbutus Ridge,"4021 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 738-4228,Duplicate,,
400,The Bakeshop,5,22,$$,Bakeries#Desserts#Sandwiches,Arbutus Ridge,"4021 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 738-4228,Duplicate,,
610,The Boathouse Restaurant,3,157,$$$,Seafood,West End,"1795 Beach Ave.#Vancouver, BC V6G 1Y9#Canada",(604) 669-2225,Duplicate,,
711,The Boathouse Restaurant,2.5,130,$$,Seafood,Kitsilano,"1305 Arbutus St#Vancouver, BC V6J 5N2#Canada",(604) 738-5487,Duplicate,,
976,The Boathouse Restaurant,3,157,$$$,Seafood,West End,"1795 Beach Ave.#Vancouver, BC V6G 1Y9#Canada",(604) 669-2225,Duplicate,,
831,The Capital,3.5,87,$,Pubs#Canadian (New),West End,"1178 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 620-2201,Duplicate,,
868,The Capital,3.5,87,$,Pubs#Canadian (New),West End,"1178 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 620-2201,Duplicate,,
11,The Flying Pig,4,747,$$,Canadian (New)#Seafood,"Downtown, Yaletown","1168 Hamilton Street#Vancouver, BC V6B 2S2#Canada",(604) 568-1344,Duplicate,,
18,The Flying Pig,4,529,$$,Canadian (New)#Seafood,"Downtown, Gastown","102 Water Street#Vancouver, BC V6B 2K8#Canada",(604) 559-7968,Duplicate,,
229,The Flying Pig,3.5,105,$$,Canadian (New),Mount Pleasant,"127 W 2nd Avenue#Vancouver, BC V5T 1B4#Canada",(604) 569-1111,Duplicate,,
307,The Flying Pig,3.5,105,$$,Canadian (New),Mount Pleasant,"127 W 2nd Avenue#Vancouver, BC V5T 1B4#Canada",(604) 569-1111,Duplicate,,
410,The Galley,3.5,28,$$,American (Traditional),Point Grey,"1300 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 222-1331,Duplicate,,
490,The Galley,3.5,28,$$,American (Traditional),Point Grey,"1300 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 222-1331,Duplicate,,
666,The Irish Heather,4,198,$$,Irish#Gastropubs,"Downtown, Gastown","210 Carrall Street#Vancouver, BC V6B 2J2#Canada",(604) 688-9779,Duplicate,,
724,The Irish Heather,4,198,$$,Irish#Gastropubs,"Downtown, Gastown","210 Carrall Street#Vancouver, BC V6B 2J2#Canada",(604) 688-9779,Duplicate,,
81,The Oakwood Canadian Bistro,4,363,$$,Gastropubs#Breakfast & Brunch#Canadian (New),Kitsilano,"2741 W 4th Avenue#Vancouver, BC V6K 3V9#Canada",(604) 558-1965,Duplicate,,
98,The Oakwood Canadian Bistro,4,363,$$,Gastropubs#Breakfast & Brunch#Canadian (New),Kitsilano,"2741 W 4th Avenue#Vancouver, BC V6K 3V9#Canada",(604) 558-1965,Duplicate,,
740,The Ouisi Bistro,3.5,105,$$,Cajun/Creole#Breakfast & Brunch,"Fairview Slopes, South Granville","3014 Granville St#Vancouver, BC V6H 3J8#Canada",(604) 732-7550,Duplicate,,
929,The Ouisi Bistro,3.5,105,$$,Cajun/Creole#Breakfast & Brunch,"Fairview Slopes, South Granville","3014 Granville St#Vancouver, BC V6H 3J8#Canada",(604) 732-7550,Duplicate,,
833,The Poke Shop,3.5,42,$$,Salad#Hawaiian,"Downtown, Gastown","306 Water Street#Vancouver, BC V6B 1B2#Canada",(778) 379-1567,Duplicate,,
866,The Poke Shop,3.5,42,$$,Salad#Hawaiian,"Downtown, Gastown","306 Water Street#Vancouver, BC V6B 1B2#Canada",(778) 379-1567,Duplicate,,
135,The Sandbar Seafood Restaurant,3.5,435,$$$,Seafood#Sushi Bars#Music Venues,Granville Island/False Creek,"1535 Johnston Street#Vancouver, BC V6H 3R9#Canada",(604) 669-9030,Duplicate,,
343,The Sandbar Seafood Restaurant,3.5,435,$$$,Seafood#Sushi Bars#Music Venues,Granville Island/False Creek,"1535 Johnston Street#Vancouver, BC V6H 3R9#Canada",(604) 669-9030,Duplicate,,
99,The Second Floor Bistro,5,3,Null,French,Renfrew-Collingwood,"2665 Renfrew Street#Vancouver, BC V5M 0A7#Canada",(604) 639-2055,Duplicate,,
691,The Second Floor Bistro,5,3,Null,French,Renfrew-Collingwood,"2665 Renfrew Street#Vancouver, BC V5M 0A7#Canada",(604) 639-2055,Duplicate,,
221,The Tuck Shoppe,4.5,19,$$,Bars#Sandwiches#Salad,Strathcona,"237 Union Street#Vancouver, BC V6A 4C3#Canada",(604) 620-6773,Duplicate,,
304,The Tuck Shoppe,4.5,19,$$,Bars#Sandwiches#Salad,Strathcona,"237 Union Street#Vancouver, BC V6A 4C3#Canada",(604) 620-6773,Duplicate,,
896,The Whip Restaurant Gallery,3.5,187,$$,Bars#American (Traditional),Mount Pleasant,"209 6th Avenue E#Vancouver, BC V5T 1J7#Canada",(604) 874-4687,Duplicate,,
970,The Whip Restaurant Gallery,3.5,187,$$,Bars#American (Traditional),Mount Pleasant,"209 6th Avenue E#Vancouver, BC V5T 1J7#Canada",(604) 874-4687,Duplicate,,
619,Tony‰Ûªs Beef Noodle,3,27,$,Taiwanese#Noodles#Chinese,Oakridge,"5710 Cambie Street#Vancouver, BC V5Z 3A6#Canada",(604) 327-5061,Duplicate,,
668,Tony‰Ûªs Beef Noodle,3,27,$,Taiwanese#Noodles#Chinese,Oakridge,"5710 Cambie Street#Vancouver, BC V5Z 3A6#Canada",(604) 327-5061,Duplicate,,
295,Tractor,4.5,20,$$,Salad#Soup#Sandwiches,Downtown,"547 Robson Street#Vancouver, BC V6B 2B7#Canada",,Duplicate,,
571,Tractor,3.5,13,$$,Salad#Soup#Sandwiches,Mount Pleasant,"1751 Quebec Street#Vancouver, BC V5T 1B4#Canada",(604) 709-0815,Duplicate,,
932,Tractor,3.5,115,$$,Sandwiches#Salad#Soup,Kitsilano,"1903 W 4th Avenue#Vancouver, BC V6J 1M7#Canada",(604) 222-2557,Duplicate,,
918,Tung Hing Bakery,4,94,$,Bakeries#Vietnamese#Sandwiches,Kensington-Cedar Cottage,"1198 Kingsway#Vancouver, BC V5V 3C8#Canada",(604) 875-3394,Duplicate,,
991,Tung Hing Bakery,4,94,$,Bakeries#Vietnamese#Sandwiches,Kensington-Cedar Cottage,"1198 Kingsway#Vancouver, BC V5V 3C8#Canada",(604) 875-3394,Duplicate,,
277,Vij‰Ûªs Restaurant,4,124,$$$,Indian,Mount Pleasant,"3106 Cambie Street#Vancouver, BC V5Z 2W2#Canada",(604) 736-6664,Duplicate,,
395,Vij‰Ûªs Restaurant,4,124,$$$,Indian,Mount Pleasant,"3106 Cambie Street#Vancouver, BC V5Z 2W2#Canada",(604) 736-6664,Duplicate,,
467,Vij‰Ûªs Restaurant,4,124,$$$,Indian,Mount Pleasant,"3106 Cambie Street#Vancouver, BC V5Z 2W2#Canada",(604) 736-6664,Duplicate,,
260,Westcoast Darts Cafe,4.5,44,$,Desserts#Cafes,Killarney,"3608 Kingsway#Vancouver, BC V5R 5M2#Canada",(778) 379-9901,Duplicate,,
497,Westcoast Darts Cafe,4.5,44,$,Desserts#Cafes,Killarney,"3608 Kingsway#Vancouver, BC V5R 5M2#Canada",(778) 379-9901,Duplicate,,
661,Western Lake Chinese Seafood Restaurant,3.5,154,$$,Dim Sum#Seafood,Kensington-Cedar Cottage,"4989 Victoria Drive#Vancouver, BC V5P 3T7#Canada",(604) 321-6862,Duplicate,,
858,Western Lake Chinese Seafood Restaurant,3.5,154,$$,Dim Sum#Seafood,Kensington-Cedar Cottage,"4989 Victoria Drive#Vancouver, BC V5P 3T7#Canada",(604) 321-6862,Duplicate,,
347,WildTale Coastal Grill,3.5,112,$$,Canadian (New)#Seafood,"Downtown, Yaletown","1079 Mainland Street#Vancouver, BC V6B#Canada",(604) 428-9211,Duplicate,,
364,WildTale Coastal Grill,3.5,112,$$,Canadian (New)#Seafood,"Downtown, Yaletown","1079 Mainland Street#Vancouver, BC V6B#Canada",(604) 428-9211,Duplicate,,
511,Yagger‰Ûªs,4,76,$$,American (Traditional)#Gastropubs#Sports Bars,Downtown,"433 W Pender Street#Vancouver, BC V6B 1V2#Canada",(604) 602-7030,Duplicate,,
541,Yagger‰Ûªs,4,76,$$,American (Traditional)#Gastropubs#Sports Bars,Downtown,"433 W Pender Street#Vancouver, BC V6B 1V2#Canada",(604) 602-7030,Duplicate,,
235,Yah Yah Ya Ramen,4,41,$$,Ramen,Downtown,"570 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 620-1331,Duplicate,,
263,Yah Yah Ya Ramen,4,41,$$,Ramen,Downtown,"570 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 620-1331,Duplicate,,
860,Yaletown Brewing Company,3,342,$$,American (Traditional)#Pubs,"Downtown, Yaletown","1111 Mainland Street#Vancouver, BC V6B 2T9#Canada",(604) 681-2739,Duplicate,,
880,Yaletown Brewing Company,3,342,$$,American (Traditional)#Pubs,"Downtown, Yaletown","1111 Mainland Street#Vancouver, BC V6B 2T9#Canada",(604) 681-2739,Duplicate,,
270,ZAC.ZAC Japanese Curry House,4,55,$,Japanese#Fast Food,Downtown,"590 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 608-2887,Duplicate,,
465,ZAC.ZAC Japanese Curry House,4,55,$,Japanese#Fast Food,Downtown,"590 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 608-2887,Duplicate,,
