Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number
170,Laksa King,3.5,122,$,Tea Rooms#Burmese#Malaysian,Hastings-Sunrise,"2546 E Hastings Street#Vancouver, BC V5K 1Z3#Canada",(604) 428-0155
171,Meat &amp; Bread,4.0,614,$$,Sandwiches,Downtown,"370 Cambie Street#Vancouver, BC V6B 1H7#Canada",(604) 566-9003
172,Basil Garden Pho,4.0,57,$$,Vietnamese,Hastings-Sunrise,"2889 E Broadway#Vancouver, BC V5M 1Y9#Canada",(604) 871-9998
173,Meat &amp; Bread,4.0,142,$,Sandwiches,"Coal Harbour, Downtown","1033 W Pender Street#Vancouver, BC V6E 2M6#Canada",
174,Bauhaus Restaurant,4.0,109,$$$,German#Modern European,"Downtown, Gastown","1st W Cordova Street#Vancouver, BC V6B 2J2#Canada",(604) 974-1147
175,Shizen Ya,4.0,413,$$,Japanese#Sushi Bars#Bars,Downtown,"965 Hornby Street#Vancouver, BC V6Z 1V3#Canada",(604) 568-0013
176,Cacao,4.0,16,$$$,Latin American,Kitsilano,"1898 W 1st Avenue#Vancouver, BC V6J 1G5#Canada",(604) 731-5370
177,Osteria Savio Volpe,4.0,148,$$$,Italian,Mount Pleasant,"615 Kingsway#Vancouver, BC V5T 3K5#Canada",(604) 428-0072
178,Motomachi Shokudo,4.0,312,$$,Ramen#Noodles,West End,"740 Denman Street#Vancouver, BC V6G 2L5#Canada",(604) 609-0310
179,The Holy Crab,3.5,103,$$,Seafood,West End,"1588 Robson Street#Vancouver, BC V6G 2G5#Canada",(604) 661-8533
180,Argo Café,4.0,61,$,French#Asian Fusion#Canadian (New),Mount Pleasant,"1836 Ontario Street#Vancouver, BC V5T 2W6#Canada",(604) 876-3620
181,Klaus’s Kaffee Haus,4.5,17,$,Desserts#Austrian#Cafes,Chinatown,"291 East Pender Street#Vancouver, BC V6A 1T8#Canada",(778) 379-6735
182,Minami,4.0,423,$$$,Japanese#Sushi Bars,"Downtown, Yaletown","1118 Mainland Street#Vancouver, BC V6B 2T9#Canada",(604) 685-8080
183,Zakkushi on Denman,4.0,116,$$,Japanese,West End,"823 Denman St#Vancouver, BC V6G 2L7#Canada",(604) 685-1136
184,Rodney’s Oyster House,4.0,519,$$,Seafood#Live/Raw Food,"Downtown, Yaletown","1228 Hamilton Street#Vancouver, BC V6B 6L2#Canada",(604) 609-0080
185,Japanese Bistro Hatzu,4.0,118,$$,Sushi Bars#Japanese#Tapas/Small Plates,West End,"1175 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 559-7707
186,Cuchillo,4.0,190,$$,Latin American,Downtown Eastside,"261 Powell Street#Vancouver, BC V6A 2Z1#Canada",(604) 559-7585
187,Bangkok City Cafe,4.5,88,$$,Thai,Kitsilano,"2953 W 4th Avenue#Vancouver, BC V6K 1R3#Canada",(604) 736-5474
188,Shishinori,3.5,115,$$,Japanese,Mount Pleasant,"2328 Cambie Street#Vancouver, BC V5Z 2T8#Canada",(604) 559-8166
189,Simba’s Grill,4.5,105,$$,African,West End,"825 Denman Street#Vancouver, BC V6G 2L7#Canada",(604) 974-0649
190,Raisu,3.5,54,$$,Japanese#Sushi Bars#Vegan,Kitsilano,"2340 W 4th Avenue#Vancouver, BC V6K 1P1#Canada",(604) 620-1564
191,Nero Belgian Waffle Bar,4.0,428,$$,Coffee & Tea#Waffles,West End,"1703 Robson Street#Vancouver, BC V6G 1C9#Canada",(604) 839-1239
192,La Belle Patate,4.0,386,$,Fast Food#Poutineries,West End,"1215 Davie Street#Vancouver, BC V6E 1N4#Canada",(604) 569-1215
193,The Sardine Can,4.0,87,$$,Tapas Bars#Spanish,"Downtown, Gastown","26 Powell Street#Vancouver, BC V6A 1E7#Canada",(604) 568-1350
194,O! Taho,4.5,16,$$,Filipino,"Riley Park, Kensington-Cedar Cottage","4223 Fraser Street#Vancouver, BC V5V 4G2#Canada",(604) 720-9604
195,Five Sails Restaurant,4.5,91,$$$$,French,Downtown,"999 Canada Place#Vancouver, BC V6C 3E1#Canada",(604) 844-2855
196,Elements Diner,4.0,19,$$,Asian Fusion#Coffee & Tea,"Downtown, Yaletown","910 Beatty Street#Vancouver, BC V6B 1M7#Canada",(604) 558-1899
197,Kinome Japanese Kitchen,4.0,28,$$,Japanese,Kitsilano,"2511 W Broadway#Vancouver, BC V6K#Canada",(778) 379-1925
198,Sushi Coen,4.5,71,$$,Japanese,Downtown,"1306 Burrard Street#Vancouver, BC V6Z 2B7#Canada",(778) 379-1523
199,Marutama Ramen,4.0,340,$$,Ramen#Noodles,West End,"780 Bidwell Street#Vancouver, BC V6G 2J6#Canada",(604) 688-8837
200,Absinthe Bistro,4.5,75,$$$,Cafes#French,"Grandview-Woodlands, The Drive","1260 Commercial Drive#Vancouver, BC V5L 2T6#Canada",(604) 566-9053
201,The Eastwood,4.0,13,$$,Burgers#Sandwiches,"Riley Park, Kensington-Cedar Cottage","4245 Fraser Street#Vancouver, BC V5V 4G1#Canada",(604) 873-4477
202,Torafuku,3.5,115,$$,Asian Fusion#Japanese#Vietnamese,"Downtown, Strathcona","958 Main Street#Vancouver, BC V6A 2W1#Canada",(778) 903-2006
203,The Bayside Lounge,3.5,62,$$,Lounges#Breakfast & Brunch#Cocktail Bars,West End,"1755 Davie Street#Vancouver, BC V6G 1W5#Canada",(604) 682-1831
204,Dockside Restaurant,3.0,146,$$,Seafood,Granville Island/False Creek,"1253 Johnston Street#Vancouver, BC V6H 3R9#Canada",(604) 685-7070
205,The Belgard Kitchen,4.0,121,$$,Tapas/Small Plates#Canadian (New),Downtown Eastside,"55 Dunlevy Avenue#Vancouver, BC V6A 3A3#Canada",(604) 699-1989
206,Five Elements Cafe,4.0,56,$,Vietnamese#Thai,"Grandview-Woodlands, The Drive","1046 Commercial Drive#Vancouver, BC V5L 2K5#Canada",(604) 559-5938
207,Russet Shack,4.0,23,$,British#Irish#Fast Food,"Downtown, Yaletown","288 Robson street#Vancouver, BC V6B 6A1#Canada",(604) 683-0374
208,Just Waffles,4.5,71,$$,Breakfast & Brunch#Waffles,Hastings-Sunrise,"3531 E Hastings#Vancouver, BC V5K 2A8#Canada",(604) 518-9041
209,Maenam,3.5,225,$$,Thai,Kitsilano,"1938 W 4th Avenue#Vancouver, BC V6J 1M5#Canada",(604) 730-5579
210,Sushi Hub,4.5,56,$$,Sushi Bars#Japanese,Riley Park,"4855 Main Street#Vancouver, BC V5V 3R9#Canada",(604) 336-4855
211,Crab Park Chowdery,3.5,43,$,Seafood#Soup#Sandwiches,"Downtown, Gastown","221 Abbott Street#Vancouver, BC V6B 2K8#Canada",(604) 565-2722
212,The Mexican Antojitos Y Cantina,4.5,231,$$,Mexican,"Downtown, Granville Entertainment District","1049 Granville Street#Vancouver, BC V6Z 1L4#Canada",(604) 569-0955
213,Basil Pasta Bar,4.0,63,$,Italian,Kitsilano,"1602 Yew Street#Vancouver, BC V6K 3E7#Canada",(778) 379-0566
214,Moose’s Down Under,4.0,69,$$,Pubs#Australian#Comfort Food,Downtown,"830 Pender Street W#Vancouver, BC V6C 1J8#Canada",(604) 683-3300
215,Cioppino’s Mediterranean Grill,4.0,122,$$$$,Mediterranean#Italian,"Downtown, Yaletown","1133 Hamilton Street#Vancouver, BC V6B 5P6#Canada",(604) 688-7466
216,Bali Thai,4.5,43,$,Indonesian,Downtown,"88 W Pender Street#Vancouver, BC V6B 1R3#Canada",(604) 291-7990
217,Kosoo Restaurant,4.0,68,$$,Korean#Asian Fusion,West End,"832 Cardero Street#Vancouver, BC V6G 2G5#Canada",(604) 563-5556
218,The Red Wagon,4.0,412,$$,Diners#Breakfast & Brunch,Grandview-Woodlands,"2296 E Hastings Street#Vancouver, BC V5L 1V4#Canada",(604) 568-4565
219,The Cascade Room,4.0,171,$$,Pubs#Canadian (New)#Cocktail Bars,Mount Pleasant,"2616 Main Street#Vancouver, BC V5T 3E6#Canada",(604) 709-8650
220,Tamam: Fine Palestinian Cuisine,4.5,96,$$,Middle Eastern,Hastings-Sunrise,"2616 E Hastings Street#Vancouver, BC V5K 1Z6#Canada",(604) 620-7078
221,The Tuck Shoppe,4.5,19,$$,Bars#Sandwiches#Salad,Strathcona,"237 Union Street#Vancouver, BC V6A 4C3#Canada",(604) 620-6773
222,Gyu-Kaku Japanese BBQ,4.0,238,$$,Japanese#Barbeque,Downtown,"G3-888 Nelson Street#Vancouver, BC V6Z 2H1#Canada",(604) 558-3885
223,Damso,4.0,103,$$,Korean,West End,"867 Denman Street#Vancouver, BC V6G 2L9#Canada",(604) 632-0022
224,Juniper,4.0,51,$$$,Canadian (New)#Cocktail Bars,Chinatown,"185 Keefer Street#Vancouver, BC V6A 1X3#Canada",(604) 681-1695
225,Kyzock,4.0,158,$,Sushi Bars#Japanese,Downtown,"559 W Pender Street#Vancouver, BC V6B 1V5#Canada",(604) 605-1625
226,Oyster Express,4.5,126,$$,Seafood#Bars,"Chinatown, Strathcona","296 Keefer Street#Vancouver, BC V6A 1X5#Canada",(604) 684-3300
227,Red Ginger Asian Cuisine,4.0,107,$$,Asian Fusion,Fairview Slopes,"967 W Broadway#Vancouver, BC V5Z 1K3#Canada",(604) 558-0888
228,Mamie Taylor’s,4.0,73,$$,American (Traditional),"Chinatown, Strathcona","251 E Georgia Street#Vancouver, BC V6A 1Z6#Canada",(604) 620-8818
229,The Flying Pig,3.5,105,$$,Canadian (New),Mount Pleasant,"127 W 2nd Avenue#Vancouver, BC V5T 1B4#Canada",(604) 569-1111
230,Carthage Café,4.0,56,$$,French#Mediterranean#African,"Grandview-Woodlands, The Drive","1851 Commercial Drive#Vancouver, BC V5N 4A6#Canada",(604) 215-0661
231,Revel Room,4.0,195,$$,Lounges#Southern#Music Venues,"Downtown, Gastown","238 Abbott Street#Vancouver, BC V6B 2K8#Canada",(604) 687-4088
232,CinCin Ristorante + Bar,4.0,255,$$$,Italian#Bars,West End,"1154 Robson Street#Vancouver, BC V6E 1B2#Canada",(604) 688-7338
233,Lobsters Only Seafood,4.5,13,$$,Seafood,Mount Pleasant,"416 Broadway E#Vancouver, BC V5T 1X2#Canada",(604) 873-6820
234,Nammos Estiatorio,3.5,22,$$,Tapas/Small Plates#Greek#Breakfast & Brunch,"Riley Park, Kensington-Cedar Cottage","3980 Fraser Street#Vancouver, BC V5V 4E4#Canada",(604) 428-6850
235,Yah Yah Ya Ramen,4.0,41,$$,Ramen,Downtown,"570 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 620-1331
236,Toshi Sushi,4.5,317,$$,Sushi Bars#Japanese,"Mount Pleasant, Riley Park","181 E 16th Avenue#Vancouver, BC V5T 4R2#Canada",(604) 874-5173
237,The Hoke Poke,4.0,17,$$,Live/Raw Food#Seafood#Hawaiian,Kitsilano,"1834 W 4th Avenue#Vancouver, BC V6J 1M3#Canada",(604) 564-8885
238,Acacia Fillo Bar,4.5,126,$$,Breakfast & Brunch#Modern European,West End,"1103 Denman Street#Vancouver, BC V6G 2M7#Canada",(604) 633-3884
239,Yama Cafe,4.0,19,$,Cafes#Japanese#Gluten-Free,Grandview-Woodlands,"2007 East Hastings Street#Vancouver, BC V5L 1T9#Canada",(604) 428-6276
240,Cafe de l’Orangerie,4.0,131,$$,Japanese#Desserts,Marpole,"1320 W 73rd Avenue#Vancouver, BC V6P 4R3#Canada",(604) 266-0066
241,Seasons In the Park,4.0,314,$$$,Seafood,Riley Park,"Cambie Street W 33rd Avenue#Vancouver, BC V5Y 2M5#Canada",(604) 874-8008
242,Bin 941,4.0,178,$$$,Tapas Bars#Cocktail Bars#Wine Bars,Downtown,"941 Davie Street#Vancouver, BC V6Z 1B9#Canada",(604) 683-1246
243,Harambe Restaurant,4.0,83,$$,Ethiopian#African,"Grandview-Woodlands, The Drive","2149 Commercial Drive#Vancouver, BC V5N 4B3#Canada",(604) 216-1060
244,Bogart’s Bar and Restaurant,4.0,47,$$,Cocktail Bars#Gastropubs#Beer Bar,Downtown,"121 Robson Street#Vancouver, BC V6B 2A8#Canada",(604) 336-3578
245,The Templeton,4.0,393,$$,Diners#Breakfast & Brunch,"Downtown, Granville Entertainment District","1087 Granville Street#Vancouver, BC V6Z 1L4#Canada",(604) 685-4612
246,Tony’s Fish and Chips,3.5,145,$$,Seafood#Fish & Chips,Granville Island/False Creek,"1511 Anderson Street#Vancouver, BC V6H 3R5#Canada",(604) 683-7127
247,Bon Crepe,4.5,104,$,Creperies,West End,"1238 Robson Street#Vancouver, BC V6E 3Z6#Canada",(778) 822-4023
248,To Dine For Eatery,4.0,46,$$,Burgers#Coffee & Tea#Breakfast & Brunch,Strathcona,"333 Terminal Avenue#Vancouver, BC V6A 4C1#Canada",(604) 568-7106
249,Goldstone Bakery And Restaurant,4.0,63,$,Bakeries#Chinese,Chinatown,"139 Keefer Street#Vancouver, BC V6A#Canada",(604) 688-9328
250,Amici Miei,4.0,60,$$,Italian#Pizza,West End,"1114 Denman Street#Vancouver, BC V6G 1T2#Canada",(604) 563-6610
251,Straight Outta Brooklyn NYC Pizzeria,4.0,112,$,Pizza#Italian,Downtown,"350 Robson Street#Vancouver, BC V6B 2B2#Canada",(604) 559-3500
252,Burgoo Bistro,4.0,91,$$,Comfort Food#Bistros,Point Grey,"4434 10th Avenue W#Vancouver, BC V6R 2H9#Canada",(604) 221-7839
253,Mandarin Hong Kong Cafe,3.5,15,$$,Asian Fusion,South Cambie,"948 W King Edward Avenue#Vancouver, BC V5Z 2E2#Canada",(604) 620-0518
254,Andamiro Korean Bistro,4.0,46,$$,Korean#Hot Pot,Renfrew-Collingwood,"2568 Kingsway#Vancouver, BC V5R 5H2#Canada",(604) 620-2500
255,Giardino,4.0,60,$$$,Italian,Downtown,"1328 Hornby Street#Vancouver, BC V6Z 1W5#Canada",(604) 669-2422
256,La Taqueria Pinche Taco Shop,4.5,473,$,Mexican,Fairview Slopes,"2549 Cambie Street#Vancouver, BC V5Z 3V6#Canada",(604) 558-2549
257,The Pawn Shop YVR,4.5,19,$$,Desserts#Bars#Mexican,"Downtown, Granville Entertainment District","1117 Granville Street#Vancouver, BC V6Z 1M1#Canada",(604) 687-7474
258,Pho Goodness,4.0,128,$,Vietnamese#Noodles,West End,"1150 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 568-3253
259,Minerva Restaurant,4.0,49,$$,Pizza#Barbeque#Salad,"Kerrisdale, Arbutus Ridge","2411 W 41st Avenue#Vancouver, BC V6M 2A5#Canada",(604) 263-1774
260,Westcoast Darts Cafe,4.5,44,$,Desserts#Cafes,Killarney,"3608 Kingsway#Vancouver, BC V5R 5M2#Canada",(778) 379-9901
261,Baoguette Vietnamese Bistro,4.0,109,$,Vietnamese#Sandwiches,West End,"104 1184 Denman St#Vancouver, BC V6G 1Z1#Canada",(604) 563-2468
262,Mamie Taylor’s,4.0,73,$$,American (Traditional),"Chinatown, Strathcona","251 E Georgia Street#Vancouver, BC V6A 1Z6#Canada",(604) 620-8818
263,Yah Yah Ya Ramen,4.0,41,$$,Ramen,Downtown,"570 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 620-1331
264,Maenam,3.5,225,$$,Thai,Kitsilano,"1938 W 4th Avenue#Vancouver, BC V6J 1M5#Canada",(604) 730-5579
265,Kyuzo Japanese Restaurant,3.5,13,$$,Japanese,"Kerrisdale, Shaughnessy","5701 Granville Street#Vancouver, BC V6M 4J7#Canada",(604) 620-9979
266,Pronto,4.0,144,$$,Italian#Pizza,"South Cambie, Riley Park","3473 Cambie Street#Vancouver, BC V5Z 2W7#Canada",(604) 722-9331
267,Red Ginger Asian Cuisine,4.0,107,$$,Asian Fusion,Fairview Slopes,"967 W Broadway#Vancouver, BC V5Z 1K3#Canada",(604) 558-0888
268,Papparoti,4.5,3,$,Cafes,Downtown,"193 Keefer Place#Vancouver, BC V6B 6C1#Canada",(604) 620-2867
269,Kyzock,4.0,158,$,Sushi Bars#Japanese,Downtown,"559 W Pender Street#Vancouver, BC V6B 1V5#Canada",(604) 605-1625
270,ZAC.ZAC Japanese Curry House,4.0,55,$,Japanese#Fast Food,Downtown,"590 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 608-2887
271,Mott 32,4.0,27,$$$$,Chinese,Downtown,"1161 W Georgia Street#Vancouver, BC V6E 0C6#Canada",(604) 979-8886
272,Sura Korean Cuisine,4.0,225,$$,Korean,West End,"1518 Robson Street#Vancouver, BC V6G 1C2#Canada",(604) 687-7872
273,Masa Japanese Restaurant,4.0,64,$$,Japanese#Sushi Bars,"Fairview Slopes, South Granville","1418 W Broadway#Vancouver, BC V6H 1H4#Canada",(604) 732-0112
274,Bishop’s Restaurant,4.5,83,$$$$,Canadian (New),Kitsilano,"2183 W 4th Avenue#Vancouver, BC V6K 1N7#Canada",(604) 738-2025
275,Mui Ngo Gai,4.0,130,$,Vietnamese#Noodles,Kensington-Cedar Cottage,"2052 Kingsway#Vancouver, BC V5N 2T3#Canada",(604) 876-8885
276,The Greek By Anatoli,4.0,94,$$,Greek,"Downtown, Yaletown","1043 Mainland Street#Vancouver, BC V6B#Canada",(604) 979-0700
277,Vij’s Restaurant,4.0,124,$$$,Indian,Mount Pleasant,"3106 Cambie Street#Vancouver, BC V5Z 2W2#Canada",(604) 736-6664
278,Via Tevere Pizzeria,4.0,209,$$,Italian#Pizza#Desserts,"Grandview-Woodlands, The Drive","1190 Victoria Drive#Vancouver, BC V5L 4G5#Canada",(604) 336-1803
279,Dish,4.0,64,$,Sandwiches#Breakfast & Brunch#Juice Bars & Smoothies,West End,"1068 Davie Street#Vancouver, BC V6E 1M3#Canada",(604) 689-0208
280,Shiro,4.0,177,$$,Japanese#Sushi Bars,Fairview Slopes,"3096 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(604) 874-0027
281,YEW Seafood + Bar,4.0,369,$$$,Seafood#Wine Bars#Salad,Downtown,"791 W Georgia Street#Vancouver, BC V6C 2T4#Canada",(604) 692-4939
282,Bai Bua Thai Cuisine,4.0,64,$$,Thai,Hastings-Sunrise,"2443 E Hastings Street#Vancouver, BC V5C 0C2#Canada",(778) 379-9699
283,Banana Leaf,3.5,153,$$,Malaysian#Singaporean,West End,"1043 Davie St#Vancouver, BC V6E 1N2#Canada",(604) 669-3389
284,Bao Down Gastropub + Raw bar,3.0,107,$$,Thai#Filipino#Asian Fusion,Mount Pleasant,"115 2nd Avenue W#Vancouver, BC V5Y 1B8#Canada",(604) 620-5226
285,Sorella,4.0,17,$$$,Italian,"South Cambie, Riley Park","3369 Cambie Street#Vancouver, BC V5Z 2W6#Canada",(604) 873-3131
286,Jitlada,4.0,87,$$,Thai,"Fairview Slopes, South Granville","1459 W Broadway#Vancouver, BC V6H 1H6#Canada",(604) 738-9888
287,Fatty Papa,3.5,29,$$,Japanese#Juice Bars & Smoothies#Asian Fusion,West End,"1226 Robson Street#Vancouver, BC V6E 1C1#Canada",(778) 379-1230
288,Gurkha Himalayan Kitchen,4.0,106,$$,Himalayan/Nepalese,West End,"1141 Davie Street#Vancouver, BC V6E 1N2#Canada",(604) 565-7965
289,Los Amigos Taqueria,4.0,58,$,Mexican,West End,"1118 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 559-0220
290,Cardero’s Restaurant &amp; Marine Pub,3.5,338,$$$,Seafood#Cajun/Creole#Canadian (New),"Coal Harbour, Downtown","1583 Coal Harbour Quay#Vancouver, BC V6G 3E7#Canada",(604) 669-7666
291,Café Salade de Fruits,4.0,127,$$,French,"Fairview Slopes, South Granville","1555 W 7th Avenue#Vancouver, BC V6J 1S1#Canada",(604) 714-5987
292,Dixie’s BBQ,4.0,50,$$,Barbeque,Downtown Eastside,"337 E Hastings Street#Vancouver, BC V6A 1P3#Canada",(778) 379-4770
293,Corduroy,4.0,55,$$,Pizza#Lounges,Kitsilano,"1943 Cornwall Ave#Vancouver, BC V6J#Canada",(604) 733-0162
294,Mirchi Restaurant,4.5,74,$$,Indian,Marpole,"7964 Granville Street#Vancouver, BC V6P 4Z2#Canada",(604) 266-7000
295,Tractor,4.5,20,$$,Salad#Soup#Sandwiches,Downtown,"547 Robson Street#Vancouver, BC V6B 2B7#Canada",
296,Bistro Wagon Rouge,4.0,42,$$,French,Grandview-Woodlands,"1869 Powell Street#Vancouver, BC V5L 1H9#Canada",(604) 251-4070
297,Kintaro Ramen,3.5,673,$,Ramen#Noodles,West End,"788 Denman Street#Vancouver, BC V6G 2L5#Canada",(604) 682-7568
298,LIFT Bar Grill View,3.5,170,$$$,Seafood#Bars,Coal Harbour,"333 Menchions Mews#Vancouver, BC V6G 3H5#Canada",(604) 689-5438
299,Wang’s Shanghai Cuisine,4.0,50,$,Soup#Chinese,"Killarney, Renfrew-Collingwood","3328 Kingsway#Vancouver, BC V5T 5L1#Canada",(604) 428-6818
300,Bali Thai,4.5,43,$,Indonesian,Downtown,"88 W Pender Street#Vancouver, BC V6B 1R3#Canada",(604) 291-7990
301,Sushi Bar Maumi,4.5,82,$$$,Japanese#Sushi Bars,West End,"1226 Bute Street#Vancouver, BC V6E 1Z8#Canada",(604) 609-2286
302,Maenam,3.5,225,$$,Thai,Kitsilano,"1938 W 4th Avenue#Vancouver, BC V6J 1M5#Canada",(604) 730-5579
303,D’oro Gelato e Caffè,4.0,127,$,Ice Cream & Frozen Yogurt#Cafes,West End,"1222 Robson Street#Vancouver, BC V6E 1C1#Canada",(604) 694-0108
304,The Tuck Shoppe,4.5,19,$$,Bars#Sandwiches#Salad,Strathcona,"237 Union Street#Vancouver, BC V6A 4C3#Canada",(604) 620-6773
305,Kobob Burger,4.0,72,$,Burgers#Korean,"Downtown, Strathcona","1019 Main Street#Vancouver, BC V6A 2V8#Canada",(604) 569-3939
306,Kyuzo Japanese Restaurant,3.5,13,$$,Japanese,"Kerrisdale, Shaughnessy","5701 Granville Street#Vancouver, BC V6M 4J7#Canada",(604) 620-9979
307,The Flying Pig,3.5,105,$$,Canadian (New),Mount Pleasant,"127 W 2nd Avenue#Vancouver, BC V5T 1B4#Canada",(604) 569-1111
308,Petra Cafe,4.0,12,$,Mediterranean,UBC,"5728 University Boulevard#Vancouver, BC V6T#Canada",(604) 221-8883
309,O! Taho,4.5,16,$$,Filipino,"Riley Park, Kensington-Cedar Cottage","4223 Fraser Street#Vancouver, BC V5V 4G2#Canada",(604) 720-9604
310,Mikan Cafe,4.5,12,$$,Desserts#Poutineries#Sandwiches,Mount Pleasant,"670 E Broadway#Vancouver, BC V5T 1X6#Canada",(778) 379-1255
311,Rodney’s Oyster House Gastown,4.0,147,$$,Seafood#Live/Raw Food,"Downtown, Gastown","52 Powell Street#Vancouver, BC V6A 1E7#Canada",(604) 685-2005
312,Mak N Ming,4.0,9,$$$$,Japanese#Asian Fusion,Kitsilano,"1629 Yew Street#Vancouver, BC V6K 3E6#Canada",(604) 737-1155
313,Baker &amp; Table Cafe Bakery,4.0,19,$,Desserts#Bakeries#Sandwiches,Sunset,"6414 Fraser Street#Vancouver, BC V5W 3A4#Canada",(604) 558-3233
314,Fat Mao Noodles,3.5,83,$$,Asian Fusion#Noodles,"Chinatown, Strathcona","217 E Georgia Street#Vancouver, BC V6A 1Z6#Canada",(604) 569-8192
315,Deja Brew,4.5,31,$$,Coffee & Tea#Soup#Sandwiches,Fairview Slopes,"943 W Broadway#Vancouver, BC V5Z 4E1#Canada",(604) 558-3113
316,Yolk’s Restaurant And Commissary,4.0,266,$$,Breakfast & Brunch,"Strathcona, Downtown Eastside","1298 E Hastings Street#Vancouver, BC V6A 1S6#Canada",(604) 428-9655
317,Cactus Club Cafe,3.5,162,$$,Cafes#Canadian (New),West End,"1790 Beach Avenue#Vancouver, BC V6E 1V3#Canada",(604) 681-2582
318,East is East,4.0,322,$$,Middle Eastern#Indian#Vegetarian,Riley Park,"4433 Main Street#Vancouver, BC V5V 3R2#Canada",(604) 565-4401
319,Jamaican Pizza Jerk,4.5,23,$$,Pizza#Caribbean,Kensington-Cedar Cottage,"2707 Commercial Drive#Vancouver, BC V5N 4C5#Canada",(604) 876-3343
320,Hubbub,4.0,194,$,Sandwiches#Salad#Soup,Downtown,"859 Hornby Street#Vancouver, BC V6Z 1T9#Canada",(604) 568-3398
321,Ash Street Bistro,4.5,5,$$,Canadian (New),"Oakridge, South Cambie","611 W 41st Avenue#Vancouver, BC V5Z#Canada",(604) 240-8550
322,O’Love Bistro,4.0,10,Null,Mediterranean,"Coal Harbour, Downtown","1050 W Pender Street#Vancouver, BC V7X#Canada",(604) 563-5691
323,Yolks,3.5,164,$$,Coffee & Tea#Breakfast & Brunch,Fairview Slopes,"546 W Broadway#Vancouver, BC V5Z 1E9#Canada",(604) 559-9655
324,Off The Grid Waffles,4.0,95,$,Coffee & Tea#Pizza#Waffles,Renfrew-Collingwood,"2665 Kingsway#Vancouver, BC V5R 5H4#Canada",(604) 339-5125
325,Breka Bakery &amp; Cafe,4.0,145,$,Cafes#Bakeries#Patisserie/Cake Shop,West End,"812 Bute Street#Vancouver, BC V6E 1Y4#Canada",(604) 620-8200
326,Gotham Steakhouse &amp; Bar,4.0,245,$$$$,Steakhouses#Cocktail Bars#Seafood,Downtown,"615 Seymour Street#Vancouver, BC V6B 3K3#Canada",(604) 605-8282
327,Axum Restaurant,4.5,38,$$,Ethiopian,"Strathcona, Downtown Eastside","1279 E Hastings Street#Vancouver, BC V6A 1S4#Canada",(604) 253-2986
328,Bandidas Taqueria,4.0,382,$$,Mexican#Vegetarian#Breakfast & Brunch,Kensington-Cedar Cottage,"2781 Commercial Drive#Vancouver, BC V5N 4C5#Canada",(604) 568-8224
329,Ha Long Bay,4.0,108,$,Vietnamese#Noodles,Downtown,"430 W Pender Street#Vancouver, BC V6B 1T1#Canada",(604) 568-7976
330,Men-No Kura,4.0,64,$$,Ramen#Noodles,West End,"1773 Robson Street#Vancouver, BC V6G 1C9#Canada",(778) 379-5872
331,El Pulgarcito,4.0,68,$,Mexican#Salvadoran,Hastings-Sunrise,"2522 E Hastings Street#Vancouver, BC V5K 1Z3#Canada",(604) 568-8591
332,Sumac Cafe,4.5,17,$$,Mediterranean,West End,"1230 Davie Street#Vancouver, BC V6E 1N3#Canada",(604) 336-0256
333,Royal Dinette,4.0,60,$$$,French,Downtown,"905 Dunsmuir Street#Vancouver, BC V6C 1A8#Canada",(604) 974-8077
334,Nightingale,4.0,115,$$$,Live/Raw Food#Canadian (New),"Coal Harbour, Downtown","1017 West Hastings Street#Vancouver, BC V6E 0C4#Canada",(604) 695-9500
335,Xi Yan Seafood Restaurant,5.0,3,$$,Seafood#Chinese,"Kerrisdale, Shaughnessy","5701 Granville Street#Vancouver, BC V6M 4J7#Canada",(778) 379-2218
336,Sushi Taku,4.0,33,$$,Japanese#Sushi Bars,Renfrew-Collingwood,"4902 Joyce Street#Vancouver, BC V5R 4G6#Canada",(604) 454-1023
337,Virtuous Pie,4.5,80,$$,Pizza#Vegan#Ice Cream & Frozen Yogurt,Chinatown,"583 Main Street#Vancouver, BC V6A 2V1#Canada",(604) 620-0060
338,The Diner,4.0,36,$$,Diners#Seafood#British,Point Grey,"4556 10th Avenue W#Vancouver, BC V6R 2J1#Canada",(604) 224-1912
339,Rosemary Rocksalt,4.0,104,$,Bagels#Breakfast & Brunch#Sandwiches,Mount Pleasant,"2515 Main Street#Vancouver, BC V5T 3E5#Canada",(604) 874-4570
340,Le Crocodile Restaurant,4.5,278,$$$$,French,"West End, Downtown","909 Burrard Street#Vancouver, BC V6Z 2N2#Canada",(604) 669-4298
341,Canra Srilankan Cuisine,4.5,100,$,Sri Lankan,Downtown,"88 W Pender Street#Vancouver, BC V6B 6N9#Canada",(604) 568-3545
342,The Keg,4.0,10,$$$,Bars#Steakhouses,Granville Island/False Creek,"151 Duranleau Street#Vancouver, BC V6H 3W7#Canada",
